Energy,LAC
"6.130500E-03	",9.1079E+05
"2.6890617E+00	",4.4465E+04
"2.7025070E+00	",4.3929E+04
"2.7160195E+00	",4.3421E+04
"2.7295996E+00	",4.2921E+04
"2.7432476E+00	",4.2429E+04
"2.7569638E+00	",4.1945E+04
"2.7707486E+00	",4.1466E+04
"2.7846024E+00	",4.0995E+04
"2.7985254E+00	",4.0530E+04
"2.8125180E+00	",4.0071E+04
"2.8140455E+00	",4.0022E+04
"2.8251547E+00	",4.1445E+04
"2.8265806E+00	",4.1398E+04
"2.8407135E+00	",4.0937E+04
"2.8549171E+00	",4.0482E+04
"2.8691917E+00	",4.0030E+04
"2.8835376E+00	",3.9586E+04
"2.8979553E+00	",3.9146E+04
"2.9124451E+00	",3.8710E+04
"2.9270073E+00	",3.8282E+04
"2.9416424E+00	",3.7855E+04
"2.9563506E+00	",3.7434E+04
"2.9711323E+00	",3.7019E+04
"2.9859880E+00	",3.6610E+04
"3.0009179E+00	",3.6203E+04
"3.0159225E+00	",3.5767E+04
"3.0310021E+00	",3.5336E+04
"3.0461571E+00	",3.4912E+04
"3.0613879E+00	",3.4491E+04
"3.0766949E+00	",3.4076E+04
"3.0920783E+00	",3.3665E+04
"3.1075387E+00	",3.3260E+04
"3.1230764E+00	",3.2858E+04
"3.1386918E+00	",3.2463E+04
"3.1543853E+00	",3.2073E+04
"3.1701572E+00	",3.1687E+04
"3.1860080E+00	",3.1305E+04
"3.2019380E+00	",3.0926E+04
"3.2179477E+00	",3.0554E+04
"3.2340374E+00	",3.0185E+04
"3.2502076E+00	",2.9822E+04
"3.2664587E+00	",2.9461E+04
"3.2827910E+00	",2.9106E+04
"3.2992049E+00	",2.8757E+04
"3.3157009E+00	",2.8410E+04
"3.3322794E+00	",2.8066E+04
"3.3489408E+00	",2.7728E+04
"3.3656856E+00	",2.7392E+04
"3.3825140E+00	",2.7061E+04
"3.3994265E+00	",2.6734E+04
"3.4164237E+00	",2.6410E+04
"3.4335058E+00	",2.6092E+04
"3.4506733E+00	",2.5775E+04
"3.4679267E+00	",2.5464E+04
"3.4852663E+00	",2.5156E+04
"3.5026927E+00	",2.4853E+04
"3.5202061E+00	",2.4552E+04
"3.5378072E+00	",2.4256E+04
"3.5554962E+00	",2.3963E+04
"3.5732737E+00	",2.3675E+04
"3.5911400E+00	",2.3390E+04
"3.6090957E+00	",2.3108E+04
"3.6271412E+00	",2.2824E+04
"3.6452769E+00	",2.2540E+04
"3.6635033E+00	",2.2261E+04
"3.6818208E+00	",2.1985E+04
"3.7002299E+00	",2.1711E+04
"3.7187311E+00	",2.1442E+04
"3.7373247E+00	",2.1176E+04
"3.7560114E+00	",2.0910E+04
"3.7747914E+00	",2.0645E+04
"3.7936654E+00	",2.0383E+04
"3.8126337E+00	",2.0126E+04
"3.8316969E+00	",1.9871E+04
"3.8508554E+00	",1.9620E+04
"3.8701096E+00	",1.9373E+04
"3.8894602E+00	",1.9130E+04
"3.9089075E+00	",1.8889E+04
"3.9284520E+00	",1.8652E+04
"3.9480943E+00	",1.8418E+04
"3.9678347E+00	",1.8187E+04
"3.9876739E+00	",1.7959E+04
"4.055024E+00	",1.7216E+04
"4.334821E+00	",1.4570E+04
"4.633924E+00	",1.2344E+04
"4.953664E+00	",1.0429E+04
"5.295467E+00	",8.8135E+03
"5.660855E+00	",7.4498E+03
"6.051453E+00	",6.3018E+03
"6.469004E+00	",5.3395E+03
"6.915365E+00	",4.5318E+03
"7.392525E+00	",3.8531E+03
"7.902609E+00	",3.2802E+03
"8.447890E+00	",2.7854E+03
"9.030794E+00	",2.3600E+03
"9.653919E+00	",1.9788E+03
"1.000266E+01	",1.8021E+03
"1.015577E+01	",1.7306E+03
"1.019659E+01	",1.7122E+03
"1.025783E+01	",4.5313E+03
"1.032004E+01	",4.4444E+03
"1.041094E+01	",4.3211E+03
"1.103212E+01	",3.6228E+03
"1.131312E+01	",3.3750E+03
"1.148628E+01	",3.2356E+03
"1.153246E+01	",3.1999E+03
"1.160172E+01	",4.3738E+03
"1.177488E+01	",4.2018E+03
"1.179334E+01	",4.1840E+03
"1.185780E+01	",4.1231E+03
"1.203930E+01	",3.9584E+03
"1.208770E+01	",3.9160E+03
"1.216030E+01	",4.4583E+03
"1.234180E+01	",4.2962E+03
"1.260708E+01	",4.0746E+03
"1.347697E+01	",3.4476E+03
"1.440688E+01	",2.9074E+03
"1.540095E+01	",2.4494E+03
"1.646362E+01	",2.0595E+03
"1.759961E+01	",1.7316E+03
"1.881398E+01	",1.4565E+03
"2.011215E+01	",1.2262E+03
"2.149988E+01	",1.0319E+03
"2.298338E+01	",8.6894E+02
"2.456923E+01	",7.3145E+02
"2.626450E+01	",6.1567E+02
"2.807676E+01	",5.1475E+02
"3.001405E+01	",4.2981E+02
"3.208502E+01	",3.5939E+02
"3.429889E+01	",3.0087E+02
"3.666551E+01	",2.5219E+02
"3.919543E+01	",2.1170E+02
"4.189992E+01	",1.7794E+02
"4.479101E+01	",1.4971E+02
"4.788159E+01	",1.2593E+02
"5.118542E+01	",1.0602E+02
"5.471721E+01	",8.9118E+01
"5.849270E+01	",7.4921E+01
"6.252870E+01	",6.3082E+01
"6.684318E+01	",5.3208E+01
"6.813450E+01	",5.0693E+01
"6.917738E+01	",4.8788E+01
"6.945548E+01	",4.8298E+01
"6.987263E+01	",2.1161E+02
"7.091550E+01	",2.0402E+02
"7.145536E+01	",2.0026E+02
"7.638578E+01	",1.6924E+02
"8.165640E+01	",1.4258E+02
"8.729069E+01	",1.2014E+02
"9.331374E+01	",1.0116E+02
"9.975239E+01	",8.5067E+01
"1.066353E+02	",7.1601E+01
"1.139931E+02	",6.0328E+01
"1.218587E+02	",5.0886E+01
"1.302669E+02	",4.2977E+01
"1.392553E+02	",3.6346E+01
"1.488640E+02	",3.0693E+01
"1.591356E+02	",2.5968E+01
"1.701159E+02	",2.2017E+01
"1.818539E+02	",1.8709E+01
"1.944018E+02	",1.5939E+01
"2.078156E+02	",1.3617E+01
"2.221548E+02	",1.1670E+01
"2.374835E+02	",1.0035E+01
"2.538699E+02	",8.6616E+00
"2.713869E+02	",7.5060E+00
"2.901126E+02	",6.5321E+00
"3.101304E+02	",5.7225E+00
"3.315294E+02	",5.0495E+00
"3.544049E+02	",4.4753E+00
"3.788588E+02	",3.9841E+00
"4.050001E+02	",3.5634E+00
"4.329451E+02	",3.2015E+00
